codigo,produto,categoria,marca,preco_venda,custo_unitario,estoque,fornecedor,observacao
MOD-0052,Meia Lume 52,Moda,Lume,33.72,17.08,4,Hub Nordeste,
ESP-0048,Halter Lume 48,Esporte,Lume,110.56,81.64,48,Hub Nordeste,
ESP-0049,Faixa elástica Vértice 49,Esporte,Vértice,98.71,66.35,38,Parceiro Centro-Oeste,
ELE-0067,Cabo USB Atlas 67,Eletrônicos,Atlas,255.89,180.82,26,Hub Nordeste,
ELE-0068,Cabo USB Orbe 68,Eletrônicos,Orbe,223.61,143.49,20,Hub Nordeste,
FER-0036,Jogo de chaves Prisma 36,Ferramentas,Prisma,58.85,33.46,22,Hub Nordeste,
INF-0069,Webcam Prisma 69,Informática,Prisma,123.39,78.91,38,Central Sudeste,
CAS-0057,Organizador Orbe 57,Casa e Cozinha,Orbe,207.19,100.99,60,Hub Nordeste,
CAS-0058,Garrafa térmica Orbe 58,Casa e Cozinha,Orbe,185.39,83.69,21,Distribuidora Norte,
LIV-0030,Guia prático Prisma 30,Livros,Prisma,80.64,33.55,36,Parceiro Centro-Oeste,
PAP-0046,Marcador Alva 46,Papelaria,Alva,47.44,27.96,22,Central Sudeste,
LIV-0031,Livro infantil Prisma 31,Livros,Prisma,47.18,23.57,7,Hub Nordeste,
INF-0070,Webcam Horizonte 70,Informática,Horizonte,88.83,38.71,35,Parceiro Centro-Oeste,
CAS-0059,Jogo de copos Brisa 59,Casa e Cozinha,Brisa,146.26,96.92,6,Central Sudeste,
PET-0044,Coleira Terra 44,Pet,Terra,63.31,41.77,38,Hub Nordeste,
BRI-0054,Boneco Terra 54,Brinquedos,Terra,74.95,45.63,33,Comercial Sul,
BRI-0055,Blocos Orbe 55,Brinquedos,Orbe,81.54,38.74,38,Distribuidora Norte,
BRI-0056,Boneco Terra 56,Brinquedos,Terra,55.15,24.32,53,Central Sudeste,Reposição prioritária
MOD-0053,Carteira Fluxo 53,Moda,Fluxo,83.57,39.26,18,Parceiro Centro-Oeste,
INF-0071,Suporte para notebook Fluxo 71,Informática,Fluxo,275.26,119.24,17,Hub Nordeste,
BEL-0029,Kit de cuidados Lume 29,Beleza,Lume,113.43,57.27,22,Parceiro Centro-Oeste,
LIV-0032,Biografia Atlas 32,Livros,Atlas,50.15,24.63,26,Distribuidora Norte,
BEL-0030,Escova Fluxo 30,Beleza,Fluxo,81.88,39.56,13,Comercial Sul,
PET-0045,Kit de higiene Brisa 45,Pet,Brisa,50.74,33.08,13,Parceiro Centro-Oeste,
LIV-0033,Romance Terra 33,Livros,Terra,76.62,47.52,42,Hub Nordeste,
MOD-0054,Camiseta Nexo 54,Moda,Nexo,52.3,36.97,36,Hub Nordeste,
PET-0046,Comedouro Terra 46,Pet,Terra,45.85,19.39,11,Parceiro Centro-Oeste,
LIV-0034,Guia prático Lume 34,Livros,Lume,124.86,81.61,67,Hub Nordeste,
FER-0037,Organizador Brisa 37,Ferramentas,Brisa,86.02,55.72,49,Distribuidora Norte,
PAP-0047,Agenda Atlas 47,Papelaria,Atlas,36.8,15.53,34,Parceiro Centro-Oeste,
PET-0047,Comedouro Alva 47,Pet,Alva,106.75,74.26,18,Hub Nordeste,
BEL-0031,Secador Raiz 31,Beleza,Raiz,89.32,46.57,50,Hub Nordeste,
LIV-0035,Livro técnico Terra 35,Livros,Terra,107.53,41.93,33,Hub Nordeste,Produto sazonal
LIV-0036,Livro infantil Vértice 36,Livros,Vértice,51.87,27.2,49,Comercial Sul,
INF-0072,Webcam Atlas 72,Informática,Atlas,252.99,100.72,32,Hub Nordeste,
BEL-0032,Escova Vértice 32,Beleza,Vértice,62.03,27.86,18,Distribuidora Norte,
FER-0038,Alicate Nexo 38,Ferramentas,Nexo,175.18,88.56,27,Distribuidora Norte,
BRI-0057,Kit criativo Raiz 57,Brinquedos,Raiz,61.72,35.4,23,Central Sudeste,
ELE-0069,Fone sem fio Terra 69,Eletrônicos,Terra,205.43,149.56,45,Comercial Sul,
BEL-0033,Escova Nexo 33,Beleza,Nexo,169.67,89.62,20,Central Sudeste,
ELE-0070,Fone sem fio Alva 70,Eletrônicos,Alva,193.66,121.48,10,Parceiro Centro-Oeste,
INF-0073,Webcam Alva 73,Informática,Alva,223.39,136.45,17,Distribuidora Norte,Revisar embalagem
FER-0039,Lanterna Brisa 39,Ferramentas,Brisa,97.63,52.74,6,Hub Nordeste,
ESP-0050,Garrafa Lume 50,Esporte,Lume,118.04,83.88,12,Hub Nordeste,
CAS-0060,Organizador Nexo 60,Casa e Cozinha,Nexo,160.38,61.17,17,Central Sudeste,
PAP-0048,Agenda Terra 48,Papelaria,Terra,16.72,9.12,11,Hub Nordeste,
INF-0074,Mouse Viva 74,Informática,Viva,205.35,104.58,51,Distribuidora Norte,
CAS-0061,Luminária Alva 61,Casa e Cozinha,Alva,117.21,70.82,8,Hub Nordeste,
BRI-0058,Boneco Alva 58,Brinquedos,Alva,73.45,48.75,20,Central Sudeste,
BRI-0059,Jogo educativo Terra 59,Brinquedos,Terra,71.37,34.57,17,Hub Nordeste,
AUT-0028,Carregador veicular Brisa 28,Automotivo,Brisa,117.51,74.08,13,Distribuidora Norte,
PAP-0049,Caderno Orbe 49,Papelaria,Orbe,11.95,6.63,15,Comercial Sul,
